Id,Restaurant_Name,Cuisines,Price_For_One,Location,Rating,Latitude,Longitude,Delivery_review_number,Urls
R1,99 Variety Dosa & Pav Bhaji,South Indian,100,"Koramangala 6th Block, Bangalore",3.8,12.9368401346,77.6275635883,13300.0,https://www.zomato.com/bangalore/99-variety-dosa-pav-bhaji-koramangala-6th-block-bangalore/order
R1,99 Variety Dosa & Pav Bhaji,Maharashtrian,100,"Koramangala 6th Block, Bangalore",3.8,12.9368401346,77.6275635883,13300.0,https://www.zomato.com/bangalore/99-variety-dosa-pav-bhaji-koramangala-6th-block-bangalore/order
R2,Hotel Revoli Inn,Chinese,100,"Shanti Nagar, Bangalore",3.9,12.9559767755,77.5920712575,1862.0,https://www.zomato.com/bangalore/hotel-revoli-inn-shanti-nagar-bangalore/order
R2,Hotel Revoli Inn,North Indian,100,"Shanti Nagar, Bangalore",3.9,12.9559767755,77.5920712575,1862.0,https://www.zomato.com/bangalore/hotel-revoli-inn-shanti-nagar-bangalore/order
R2,Hotel Revoli Inn,Mughlai,100,"Shanti Nagar, Bangalore",3.9,12.9559767755,77.5920712575,1862.0,https://www.zomato.com/bangalore/hotel-revoli-inn-shanti-nagar-bangalore/order
R3,Empire Restaurant,North Indian,100,"Shivajinagar, Bangalore",4.1,12.9799195218,77.6026867703,17000.0,https://www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order
R3,Empire Restaurant,Biryani,100,"Shivajinagar, Bangalore",4.1,12.9799195218,77.6026867703,17000.0,https://www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order
R3,Empire Restaurant,Kebab,100,"Shivajinagar, Bangalore",4.1,12.9799195218,77.6026867703,17000.0,https://www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order
R3,Empire Restaurant,Chinese,100,"Shivajinagar, Bangalore",4.1,12.9799195218,77.6026867703,17000.0,https://www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order
R3,Empire Restaurant,South Indian,100,"Shivajinagar, Bangalore",4.1,12.9799195218,77.6026867703,17000.0,https://www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order
R3,Empire Restaurant,Mughlai,100,"Shivajinagar, Bangalore",4.1,12.9799195218,77.6026867703,17000.0,https://www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order
R3,Empire Restaurant,Beverages,100,"Shivajinagar, Bangalore",4.1,12.9799195218,77.6026867703,17000.0,https://www.zomato.com/bangalore/empire-restaurant-shivajinagar-bangalore/order
R4,Cookie Man,Bakery,100,"Garuda Mall, Magrath Road, Bangalore",4.4,12.9702304381,77.6101560518,217.0,https://www.zomato.com/bangalore/cookie-man-brigade-road/order
R5,McDonald's,Burger,100,"MG Road, Bangalore",3.9,12.976021521,77.5982782245,5812.0,https://www.zomato.com/bangalore/mcdonalds-mg-road/order
R5,McDonald's,Fast Food,100,"MG Road, Bangalore",3.9,12.976021521,77.5982782245,5812.0,https://www.zomato.com/bangalore/mcdonalds-mg-road/order
R6,Hari Super Sandwich,Fast Food,100,"Brigade Road, Bangalore",3.7,12.9705985347,77.6066276712,1505.0,https://www.zomato.com/bangalore/hari-super-sandwich-brigade-road-bangalore/order
R6,Hari Super Sandwich,Sandwich,100,"Brigade Road, Bangalore",3.7,12.9705985347,77.6066276712,1505.0,https://www.zomato.com/bangalore/hari-super-sandwich-brigade-road-bangalore/order
R6,Hari Super Sandwich,Street Food,100,"Brigade Road, Bangalore",3.7,12.9705985347,77.6066276712,1505.0,https://www.zomato.com/bangalore/hari-super-sandwich-brigade-road-bangalore/order
R7,Salt - Indian Restaurant Bar & Grill,North Indian,100,"UB City, Bangalore",4.1,12.9715865504,77.5960584972,84.0,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-lavelle-road-bangalore/order
R7,Salt - Indian Restaurant Bar & Grill,BBQ,100,"UB City, Bangalore",4.1,12.9715865504,77.5960584972,84.0,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-lavelle-road-bangalore/order
R7,Salt - Indian Restaurant Bar & Grill,Biryani,100,"UB City, Bangalore",4.1,12.9715865504,77.5960584972,84.0,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-lavelle-road-bangalore/order
R7,Salt - Indian Restaurant Bar & Grill,Mughlai,100,"UB City, Bangalore",4.1,12.9715865504,77.5960584972,84.0,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-lavelle-road-bangalore/order
R7,Salt - Indian Restaurant Bar & Grill,Seafood,100,"UB City, Bangalore",4.1,12.9715865504,77.5960584972,84.0,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-lavelle-road-bangalore/order
R7,Salt - Indian Restaurant Bar & Grill,Beverages,100,"UB City, Bangalore",4.1,12.9715865504,77.5960584972,84.0,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-lavelle-road-bangalore/order
R7,Salt - Indian Restaurant Bar & Grill,Desserts,100,"UB City, Bangalore",4.1,12.9715865504,77.5960584972,84.0,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-lavelle-road-bangalore/order
R8,Punjabi Dhaba,North Indian,100,"Indiranagar, Bangalore",3.3,12.9669504527,77.6409813389,3052.0,https://www.zomato.com/bangalore/punjabi-dhaba-indiranagar-bangalore/order
R8,Punjabi Dhaba,Mughlai,100,"Indiranagar, Bangalore",3.3,12.9669504527,77.6409813389,3052.0,https://www.zomato.com/bangalore/punjabi-dhaba-indiranagar-bangalore/order
R8,Punjabi Dhaba,Chinese,100,"Indiranagar, Bangalore",3.3,12.9669504527,77.6409813389,3052.0,https://www.zomato.com/bangalore/punjabi-dhaba-indiranagar-bangalore/order
R9,Domino's Pizza,Pizza,100,"Shanti Nagar, Bangalore",3.9,12.9620393786,77.6015927643,8979.0,https://www.zomato.com/bangalore/dominos-pizza-shanti-nagar/order
R9,Domino's Pizza,Italian,100,"Shanti Nagar, Bangalore",3.9,12.9620393786,77.6015927643,8979.0,https://www.zomato.com/bangalore/dominos-pizza-shanti-nagar/order
R9,Domino's Pizza,Pasta,100,"Shanti Nagar, Bangalore",3.9,12.9620393786,77.6015927643,8979.0,https://www.zomato.com/bangalore/dominos-pizza-shanti-nagar/order
R9,Domino's Pizza,Fast Food,100,"Shanti Nagar, Bangalore",3.9,12.9620393786,77.6015927643,8979.0,https://www.zomato.com/bangalore/dominos-pizza-shanti-nagar/order
R9,Domino's Pizza,Desserts,100,"Shanti Nagar, Bangalore",3.9,12.9620393786,77.6015927643,8979.0,https://www.zomato.com/bangalore/dominos-pizza-shanti-nagar/order
R10,Pizza Hut,Pizza,200,"Shanti Nagar, Bangalore",3.8,12.9623252697,77.5991009921,4529.0,https://www.zomato.com/bangalore/pizza-hut-shanti-nagar/order
R10,Pizza Hut,Fast Food,200,"Shanti Nagar, Bangalore",3.8,12.9623252697,77.5991009921,4529.0,https://www.zomato.com/bangalore/pizza-hut-shanti-nagar/order
R10,Pizza Hut,Desserts,200,"Shanti Nagar, Bangalore",3.8,12.9623252697,77.5991009921,4529.0,https://www.zomato.com/bangalore/pizza-hut-shanti-nagar/order
R10,Pizza Hut,Beverages,200,"Shanti Nagar, Bangalore",3.8,12.9623252697,77.5991009921,4529.0,https://www.zomato.com/bangalore/pizza-hut-shanti-nagar/order
R11,KFC,Burger,200,"Brigade Road, Bangalore",3.7,12.9732595519,77.607507034,469.0,https://www.zomato.com/bangalore/kfc-brigade-road-bangalore/order
R11,KFC,Fast Food,200,"Brigade Road, Bangalore",3.7,12.9732595519,77.607507034,469.0,https://www.zomato.com/bangalore/kfc-brigade-road-bangalore/order
R11,KFC,Biryani,200,"Brigade Road, Bangalore",3.7,12.9732595519,77.607507034,469.0,https://www.zomato.com/bangalore/kfc-brigade-road-bangalore/order
R11,KFC,Desserts,200,"Brigade Road, Bangalore",3.7,12.9732595519,77.607507034,469.0,https://www.zomato.com/bangalore/kfc-brigade-road-bangalore/order
R11,KFC,Beverages,200,"Brigade Road, Bangalore",3.7,12.9732595519,77.607507034,469.0,https://www.zomato.com/bangalore/kfc-brigade-road-bangalore/order
R13,Meghana Foods,Biryani,200,"Residency Road, Bangalore",4.3,12.9731013292,77.6092397422,23500.0,https://www.zomato.com/bangalore/meghana-foods-residency-road/order
R13,Meghana Foods,Andhra,200,"Residency Road, Bangalore",4.3,12.9731013292,77.6092397422,23500.0,https://www.zomato.com/bangalore/meghana-foods-residency-road/order
R13,Meghana Foods,North Indian,200,"Residency Road, Bangalore",4.3,12.9731013292,77.6092397422,23500.0,https://www.zomato.com/bangalore/meghana-foods-residency-road/order
R13,Meghana Foods,Seafood,200,"Residency Road, Bangalore",4.3,12.9731013292,77.6092397422,23500.0,https://www.zomato.com/bangalore/meghana-foods-residency-road/order
R14,Five Star Chicken,Fast Food,200,"Shivajinagar, Bangalore",3.9,12.9850702796,77.606906709,84.0,https://www.zomato.com/bangalore/five-star-chicken-shivajinagar-bangalore/order
R14,Five Star Chicken,Rolls,200,"Shivajinagar, Bangalore",3.9,12.9850702796,77.606906709,84.0,https://www.zomato.com/bangalore/five-star-chicken-shivajinagar-bangalore/order
R14,Five Star Chicken,Burger,200,"Shivajinagar, Bangalore",3.9,12.9850702796,77.606906709,84.0,https://www.zomato.com/bangalore/five-star-chicken-shivajinagar-bangalore/order
R15,Kanti Sweets,Mithai,200,"Brigade Road, Bangalore",4.5,12.9704686184,77.606677562,2662.0,https://www.zomato.com/bangalore/kanti-sweets-brigade-road/order
R15,Kanti Sweets,Desserts,200,"Brigade Road, Bangalore",4.5,12.9704686184,77.606677562,2662.0,https://www.zomato.com/bangalore/kanti-sweets-brigade-road/order
R15,Kanti Sweets,Street Food,200,"Brigade Road, Bangalore",4.5,12.9704686184,77.606677562,2662.0,https://www.zomato.com/bangalore/kanti-sweets-brigade-road/order
R16,Leon's Burgers & Wings,Burger,200,"Frazer Town, Bangalore",4.2,12.9977255096,77.6109583693,3588.0,https://www.zomato.com/bangalore/leons-burgers-wings-frazer-town-bangalore/order
R16,Leon's Burgers & Wings,Fast Food,200,"Frazer Town, Bangalore",4.2,12.9977255096,77.6109583693,3588.0,https://www.zomato.com/bangalore/leons-burgers-wings-frazer-town-bangalore/order
R16,Leon's Burgers & Wings,Wraps,200,"Frazer Town, Bangalore",4.2,12.9977255096,77.6109583693,3588.0,https://www.zomato.com/bangalore/leons-burgers-wings-frazer-town-bangalore/order
R16,Leon's Burgers & Wings,Street Food,200,"Frazer Town, Bangalore",4.2,12.9977255096,77.6109583693,3588.0,https://www.zomato.com/bangalore/leons-burgers-wings-frazer-town-bangalore/order
R16,Leon's Burgers & Wings,Beverages,200,"Frazer Town, Bangalore",4.2,12.9977255096,77.6109583693,3588.0,https://www.zomato.com/bangalore/leons-burgers-wings-frazer-town-bangalore/order
R18,Polar Bear,Ice Cream,200,"Basavanagudi, Bangalore",4.4,12.9495127769,77.5746348873,4856.0,https://www.zomato.com/bangalore/polar-bear-1-basavanagudi/order
R18,Polar Bear,Beverages,200,"Basavanagudi, Bangalore",4.4,12.9495127769,77.5746348873,4856.0,https://www.zomato.com/bangalore/polar-bear-1-basavanagudi/order
R18,Polar Bear,Shake,200,"Basavanagudi, Bangalore",4.4,12.9495127769,77.5746348873,4856.0,https://www.zomato.com/bangalore/polar-bear-1-basavanagudi/order
R19,Truffles,Burger,200,"St. Marks Road, Bangalore",4.3,12.9719284074,77.601063028,1836.0,https://www.zomato.com/bangalore/truffles-2-st-marks-road/order
R19,Truffles,American,200,"St. Marks Road, Bangalore",4.3,12.9719284074,77.601063028,1836.0,https://www.zomato.com/bangalore/truffles-2-st-marks-road/order
R19,Truffles,Bakery,200,"St. Marks Road, Bangalore",4.3,12.9719284074,77.601063028,1836.0,https://www.zomato.com/bangalore/truffles-2-st-marks-road/order
R19,Truffles,Italian,200,"St. Marks Road, Bangalore",4.3,12.9719284074,77.601063028,1836.0,https://www.zomato.com/bangalore/truffles-2-st-marks-road/order
R19,Truffles,Oriental,200,"St. Marks Road, Bangalore",4.3,12.9719284074,77.601063028,1836.0,https://www.zomato.com/bangalore/truffles-2-st-marks-road/order
R19,Truffles,Continental,200,"St. Marks Road, Bangalore",4.3,12.9719284074,77.601063028,1836.0,https://www.zomato.com/bangalore/truffles-2-st-marks-road/order
R19,Truffles,Beverages,200,"St. Marks Road, Bangalore",4.3,12.9719284074,77.601063028,1836.0,https://www.zomato.com/bangalore/truffles-2-st-marks-road/order
R19,Truffles,Desserts,200,"St. Marks Road, Bangalore",4.3,12.9719284074,77.601063028,1836.0,https://www.zomato.com/bangalore/truffles-2-st-marks-road/order
R20,Al-Bek,Mughlai,200,"Malleshwaram, Bangalore",4.1,12.9943570457,77.5715818629,34400.0,https://www.zomato.com/bangalore/al-bek-malleshwaram/order
R20,Al-Bek,Arabian,200,"Malleshwaram, Bangalore",4.1,12.9943570457,77.5715818629,34400.0,https://www.zomato.com/bangalore/al-bek-malleshwaram/order
R20,Al-Bek,North Indian,200,"Malleshwaram, Bangalore",4.1,12.9943570457,77.5715818629,34400.0,https://www.zomato.com/bangalore/al-bek-malleshwaram/order
R20,Al-Bek,Chinese,200,"Malleshwaram, Bangalore",4.1,12.9943570457,77.5715818629,34400.0,https://www.zomato.com/bangalore/al-bek-malleshwaram/order
R20,Al-Bek,Seafood,200,"Malleshwaram, Bangalore",4.1,12.9943570457,77.5715818629,34400.0,https://www.zomato.com/bangalore/al-bek-malleshwaram/order
R21,La Pino'z Pizza,Pizza,200,"Basavanagudi, Bangalore",3.8,12.9467491155,77.5693371892,3582.0,https://www.zomato.com/bangalore/la-pinoz-pizza-basavanagudi-bangalore/order
R21,La Pino'z Pizza,Italian,200,"Basavanagudi, Bangalore",3.8,12.9467491155,77.5693371892,3582.0,https://www.zomato.com/bangalore/la-pinoz-pizza-basavanagudi-bangalore/order
R22,A2B - Adyar Ananda Bhavan,South Indian,150,"Shanti Nagar, Bangalore",4.2,12.9544136,77.5930683,806.0,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order
R22,A2B - Adyar Ananda Bhavan,Street Food,150,"Shanti Nagar, Bangalore",4.2,12.9544136,77.5930683,806.0,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order
R22,A2B - Adyar Ananda Bhavan,North Indian,150,"Shanti Nagar, Bangalore",4.2,12.9544136,77.5930683,806.0,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order
R22,A2B - Adyar Ananda Bhavan,Chinese,150,"Shanti Nagar, Bangalore",4.2,12.9544136,77.5930683,806.0,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order
R22,A2B - Adyar Ananda Bhavan,Fast Food,150,"Shanti Nagar, Bangalore",4.2,12.9544136,77.5930683,806.0,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order
R22,A2B - Adyar Ananda Bhavan,Beverages,150,"Shanti Nagar, Bangalore",4.2,12.9544136,77.5930683,806.0,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order
R22,A2B - Adyar Ananda Bhavan,Desserts,150,"Shanti Nagar, Bangalore",4.2,12.9544136,77.5930683,806.0,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-1-shanti-nagar-bangalore/order
R23,Corner House Ice Creams,Ice Cream,150,"Residency Road, Bangalore",4.4,12.9736747193,77.6093218848,6151.0,https://www.zomato.com/bangalore/corner-house-ice-creams-residency-road-bangalore/order
R23,Corner House Ice Creams,Desserts,150,"Residency Road, Bangalore",4.4,12.9736747193,77.6093218848,6151.0,https://www.zomato.com/bangalore/corner-house-ice-creams-residency-road-bangalore/order
R23,Corner House Ice Creams,Shake,150,"Residency Road, Bangalore",4.4,12.9736747193,77.6093218848,6151.0,https://www.zomato.com/bangalore/corner-house-ice-creams-residency-road-bangalore/order
R24,Nandhana Palace,Biryani,150,"Indiranagar, Bangalore",4.1,12.9621305371,77.6419469342,8482.0,https://www.zomato.com/bangalore/nandhana-palace-indiranagar/order
R24,Nandhana Palace,Andhra,150,"Indiranagar, Bangalore",4.1,12.9621305371,77.6419469342,8482.0,https://www.zomato.com/bangalore/nandhana-palace-indiranagar/order
R24,Nandhana Palace,North Indian,150,"Indiranagar, Bangalore",4.1,12.9621305371,77.6419469342,8482.0,https://www.zomato.com/bangalore/nandhana-palace-indiranagar/order
R24,Nandhana Palace,Chinese,150,"Indiranagar, Bangalore",4.1,12.9621305371,77.6419469342,8482.0,https://www.zomato.com/bangalore/nandhana-palace-indiranagar/order
R24,Nandhana Palace,Mughlai,150,"Indiranagar, Bangalore",4.1,12.9621305371,77.6419469342,8482.0,https://www.zomato.com/bangalore/nandhana-palace-indiranagar/order
R24,Nandhana Palace,South Indian,150,"Indiranagar, Bangalore",4.1,12.9621305371,77.6419469342,8482.0,https://www.zomato.com/bangalore/nandhana-palace-indiranagar/order
R24,Nandhana Palace,Desserts,150,"Indiranagar, Bangalore",4.1,12.9621305371,77.6419469342,8482.0,https://www.zomato.com/bangalore/nandhana-palace-indiranagar/order
R24,Nandhana Palace,Beverages,150,"Indiranagar, Bangalore",4.1,12.9621305371,77.6419469342,8482.0,https://www.zomato.com/bangalore/nandhana-palace-indiranagar/order
R25,Thalassery Restaurant,Kerala,150,"Kammanahalli, Bangalore",4.0,13.015048756,77.6315744966,9181.0,https://www.zomato.com/bangalore/thalassery-restaurant-kammanahalli/order
R25,Thalassery Restaurant,North Indian,150,"Kammanahalli, Bangalore",4.0,13.015048756,77.6315744966,9181.0,https://www.zomato.com/bangalore/thalassery-restaurant-kammanahalli/order
R25,Thalassery Restaurant,Chinese,150,"Kammanahalli, Bangalore",4.0,13.015048756,77.6315744966,9181.0,https://www.zomato.com/bangalore/thalassery-restaurant-kammanahalli/order
R25,Thalassery Restaurant,Lebanese,150,"Kammanahalli, Bangalore",4.0,13.015048756,77.6315744966,9181.0,https://www.zomato.com/bangalore/thalassery-restaurant-kammanahalli/order
R25,Thalassery Restaurant,Biryani,150,"Kammanahalli, Bangalore",4.0,13.015048756,77.6315744966,9181.0,https://www.zomato.com/bangalore/thalassery-restaurant-kammanahalli/order
R25,Thalassery Restaurant,Ice Cream,150,"Kammanahalli, Bangalore",4.0,13.015048756,77.6315744966,9181.0,https://www.zomato.com/bangalore/thalassery-restaurant-kammanahalli/order
R25,Thalassery Restaurant,Beverages,150,"Kammanahalli, Bangalore",4.0,13.015048756,77.6315744966,9181.0,https://www.zomato.com/bangalore/thalassery-restaurant-kammanahalli/order
R26,CakeZone,Bakery,150,"Koramangala 6th Block, Bangalore",4.3,12.940404,77.625173,2672.0,https://www.zomato.com/bangalore/cakezone-koramangala-6th-block-bangalore/order
R26,CakeZone,Ice Cream,150,"Koramangala 6th Block, Bangalore",4.3,12.940404,77.625173,2672.0,https://www.zomato.com/bangalore/cakezone-koramangala-6th-block-bangalore/order
R27,Goli Vada Pav No. 1,Fast Food,150,"Jayanagar, Bangalore",4.2,12.9393346535,77.5840189308,1117.0,https://www.zomato.com/bangalore/goli-vada-pav-no-1-jayanagar-bangalore/order
R27,Goli Vada Pav No. 1,Street Food,150,"Jayanagar, Bangalore",4.2,12.9393346535,77.5840189308,1117.0,https://www.zomato.com/bangalore/goli-vada-pav-no-1-jayanagar-bangalore/order
R27,Goli Vada Pav No. 1,Maharashtrian,150,"Jayanagar, Bangalore",4.2,12.9393346535,77.5840189308,1117.0,https://www.zomato.com/bangalore/goli-vada-pav-no-1-jayanagar-bangalore/order
R27,Goli Vada Pav No. 1,Rolls,150,"Jayanagar, Bangalore",4.2,12.9393346535,77.5840189308,1117.0,https://www.zomato.com/bangalore/goli-vada-pav-no-1-jayanagar-bangalore/order
R27,Goli Vada Pav No. 1,Ice Cream,150,"Jayanagar, Bangalore",4.2,12.9393346535,77.5840189308,1117.0,https://www.zomato.com/bangalore/goli-vada-pav-no-1-jayanagar-bangalore/order
R28,Kabab Magic,North Indian,150,"Richmond Town, Bangalore",3.6,12.9640984409,77.6065716147,2974.0,https://www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order
R28,Kabab Magic,Kebab,150,"Richmond Town, Bangalore",3.6,12.9640984409,77.6065716147,2974.0,https://www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order
R28,Kabab Magic,Hyderabadi,150,"Richmond Town, Bangalore",3.6,12.9640984409,77.6065716147,2974.0,https://www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order
R28,Kabab Magic,Mughlai,150,"Richmond Town, Bangalore",3.6,12.9640984409,77.6065716147,2974.0,https://www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order
R28,Kabab Magic,Chinese,150,"Richmond Town, Bangalore",3.6,12.9640984409,77.6065716147,2974.0,https://www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order
R28,Kabab Magic,Rolls,150,"Richmond Town, Bangalore",3.6,12.9640984409,77.6065716147,2974.0,https://www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order
R29,Chicking,Fast Food,150,"Rajajinagar, Bangalore",3.9,12.9809325,77.5629622,937.0,https://www.zomato.com/bangalore/chicking-1-rajajinagar-bangalore/order
R29,Chicking,Burger,150,"Rajajinagar, Bangalore",3.9,12.9809325,77.5629622,937.0,https://www.zomato.com/bangalore/chicking-1-rajajinagar-bangalore/order
R29,Chicking,Pizza,150,"Rajajinagar, Bangalore",3.9,12.9809325,77.5629622,937.0,https://www.zomato.com/bangalore/chicking-1-rajajinagar-bangalore/order
R30,FreshMenu,Continental,150,"Richmond Road, Bangalore",3.9,12.964423,77.60589,19200.0,https://www.zomato.com/bangalore/freshmenu-richmond-road/order
R30,FreshMenu,Healthy Food,150,"Richmond Road, Bangalore",3.9,12.964423,77.60589,19200.0,https://www.zomato.com/bangalore/freshmenu-richmond-road/order
R30,FreshMenu,Fast Food,150,"Richmond Road, Bangalore",3.9,12.964423,77.60589,19200.0,https://www.zomato.com/bangalore/freshmenu-richmond-road/order
R30,FreshMenu,Burger,150,"Richmond Road, Bangalore",3.9,12.964423,77.60589,19200.0,https://www.zomato.com/bangalore/freshmenu-richmond-road/order
R30,FreshMenu,Sandwich,150,"Richmond Road, Bangalore",3.9,12.964423,77.60589,19200.0,https://www.zomato.com/bangalore/freshmenu-richmond-road/order
R30,FreshMenu,Chinese,150,"Richmond Road, Bangalore",3.9,12.964423,77.60589,19200.0,https://www.zomato.com/bangalore/freshmenu-richmond-road/order
R30,FreshMenu,Pasta,150,"Richmond Road, Bangalore",3.9,12.964423,77.60589,19200.0,https://www.zomato.com/bangalore/freshmenu-richmond-road/order
R30,FreshMenu,Beverages,150,"Richmond Road, Bangalore",3.9,12.964423,77.60589,19200.0,https://www.zomato.com/bangalore/freshmenu-richmond-road/order
R31,EasyBites by Empire,Burger,150,"Brigade Road, Bangalore",4.1,12.9672850203,77.6089621335,724.0,https://www.zomato.com/bangalore/easybites-by-empire-brigade-road-bangalore/order
R31,EasyBites by Empire,Fast Food,150,"Brigade Road, Bangalore",4.1,12.9672850203,77.6089621335,724.0,https://www.zomato.com/bangalore/easybites-by-empire-brigade-road-bangalore/order
R31,EasyBites by Empire,Beverages,150,"Brigade Road, Bangalore",4.1,12.9672850203,77.6089621335,724.0,https://www.zomato.com/bangalore/easybites-by-empire-brigade-road-bangalore/order
R32,Amma's Pastries,Bakery,150,"Ulsoor, Bangalore",4.1,12.9882981707,77.6175733656,555.0,https://www.zomato.com/bangalore/ammas-pastries-ulsoor/order
R33,WOW! Momo,Momos,150,"Church Street, Bangalore",4.0,12.975141,77.603971,54.0,https://www.zomato.com/bangalore/wow-momo-church-street-bangalore/order
R33,WOW! Momo,Fast Food,150,"Church Street, Bangalore",4.0,12.975141,77.603971,54.0,https://www.zomato.com/bangalore/wow-momo-church-street-bangalore/order
R33,WOW! Momo,Tibetan,150,"Church Street, Bangalore",4.0,12.975141,77.603971,54.0,https://www.zomato.com/bangalore/wow-momo-church-street-bangalore/order
R34,Taco Bell,Mexican,150,"Garuda Mall, Magrath Road, Bangalore",3.9,12.9702176959,77.6101322472,1732.0,https://www.zomato.com/bangalore/taco-bell-brigade-road-bangalore/order
R34,Taco Bell,Wraps,150,"Garuda Mall, Magrath Road, Bangalore",3.9,12.9702176959,77.6101322472,1732.0,https://www.zomato.com/bangalore/taco-bell-brigade-road-bangalore/order
R34,Taco Bell,Fast Food,150,"Garuda Mall, Magrath Road, Bangalore",3.9,12.9702176959,77.6101322472,1732.0,https://www.zomato.com/bangalore/taco-bell-brigade-road-bangalore/order
R35,MOJO Pizza - 2X Toppings,Pizza,150,"Shanti Nagar, Bangalore",4.4,12.961168,77.598239,391.0,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-shanti-nagar-bangalore/order
R35,MOJO Pizza - 2X Toppings,Italian,150,"Shanti Nagar, Bangalore",4.4,12.961168,77.598239,391.0,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-shanti-nagar-bangalore/order
R35,MOJO Pizza - 2X Toppings,Fast Food,150,"Shanti Nagar, Bangalore",4.4,12.961168,77.598239,391.0,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-shanti-nagar-bangalore/order
R35,MOJO Pizza - 2X Toppings,Desserts,150,"Shanti Nagar, Bangalore",4.4,12.961168,77.598239,391.0,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-shanti-nagar-bangalore/order
R35,MOJO Pizza - 2X Toppings,Beverages,150,"Shanti Nagar, Bangalore",4.4,12.961168,77.598239,391.0,https://www.zomato.com/bangalore/mojo-pizza-2x-toppings-shanti-nagar-bangalore/order
R36,Wendy's Burgers,Burger,150,"Shanti Nagar, Bangalore",3.7,12.9618838537,77.5943370536,654.0,https://www.zomato.com/bangalore/wendys-burgers-shanti-nagar-bangalore/order
R36,Wendy's Burgers,Fast Food,150,"Shanti Nagar, Bangalore",3.7,12.9618838537,77.5943370536,654.0,https://www.zomato.com/bangalore/wendys-burgers-shanti-nagar-bangalore/order
R36,Wendy's Burgers,American,150,"Shanti Nagar, Bangalore",3.7,12.9618838537,77.5943370536,654.0,https://www.zomato.com/bangalore/wendys-burgers-shanti-nagar-bangalore/order
R37,WarmOven Cake & Desserts,Bakery,150,"Vasanth Nagar, Bangalore",3.6,12.9922178674,77.5942528993,841.0,https://www.zomato.com/bangalore/warmoven-cake-desserts-vasanth-nagar-bangalore/order
R37,WarmOven Cake & Desserts,Desserts,150,"Vasanth Nagar, Bangalore",3.6,12.9922178674,77.5942528993,841.0,https://www.zomato.com/bangalore/warmoven-cake-desserts-vasanth-nagar-bangalore/order
R37,WarmOven Cake & Desserts,Beverages,150,"Vasanth Nagar, Bangalore",3.6,12.9922178674,77.5942528993,841.0,https://www.zomato.com/bangalore/warmoven-cake-desserts-vasanth-nagar-bangalore/order
R39,EatFit,Healthy Food,150,"Cunningham Road, Bangalore",3.9,12.986283,77.594839,2104.0,https://www.zomato.com/bangalore/eatfit-cunningham-road-bangalore/order
R39,EatFit,North Indian,150,"Cunningham Road, Bangalore",3.9,12.986283,77.594839,2104.0,https://www.zomato.com/bangalore/eatfit-cunningham-road-bangalore/order
R39,EatFit,Pizza,150,"Cunningham Road, Bangalore",3.9,12.986283,77.594839,2104.0,https://www.zomato.com/bangalore/eatfit-cunningham-road-bangalore/order
R39,EatFit,Burger,150,"Cunningham Road, Bangalore",3.9,12.986283,77.594839,2104.0,https://www.zomato.com/bangalore/eatfit-cunningham-road-bangalore/order
R39,EatFit,Pasta,150,"Cunningham Road, Bangalore",3.9,12.986283,77.594839,2104.0,https://www.zomato.com/bangalore/eatfit-cunningham-road-bangalore/order
