Id,Restaurant_Name,Cuisines,Price_For_One,Location,Rating,Latitude,Longitude,Delivery_review_number,Urls
R244,Upahara Darshini,North Indian,50,"Jayanagar, Bangalore",4.2,12.932899306,77.584332414,8885.0,https://www.zomato.com/bangalore/upahara-darshini-jayanagar/order
R244,Upahara Darshini,Fast Food,50,"Jayanagar, Bangalore",4.2,12.932899306,77.584332414,8885.0,https://www.zomato.com/bangalore/upahara-darshini-jayanagar/order
R244,Upahara Darshini,Street Food,50,"Jayanagar, Bangalore",4.2,12.932899306,77.584332414,8885.0,https://www.zomato.com/bangalore/upahara-darshini-jayanagar/order
R244,Upahara Darshini,Ice Cream,50,"Jayanagar, Bangalore",4.2,12.932899306,77.584332414,8885.0,https://www.zomato.com/bangalore/upahara-darshini-jayanagar/order
R244,Upahara Darshini,Beverages,50,"Jayanagar, Bangalore",4.2,12.932899306,77.584332414,8885.0,https://www.zomato.com/bangalore/upahara-darshini-jayanagar/order
R244,Upahara Darshini,Chinese,50,"Jayanagar, Bangalore",4.2,12.932899306,77.584332414,8885.0,https://www.zomato.com/bangalore/upahara-darshini-jayanagar/order
R245,Juicy,Beverages,50,"Old Airport Road, Bangalore",3.9,12.9590406058,77.6553864777,7333.0,https://www.zomato.com/bangalore/juicy-airport-road/order
R245,Juicy,Juices,50,"Old Airport Road, Bangalore",3.9,12.9590406058,77.6553864777,7333.0,https://www.zomato.com/bangalore/juicy-airport-road/order
R245,Juicy,Fast Food,50,"Old Airport Road, Bangalore",3.9,12.9590406058,77.6553864777,7333.0,https://www.zomato.com/bangalore/juicy-airport-road/order
R245,Juicy,Sandwich,50,"Old Airport Road, Bangalore",3.9,12.9590406058,77.6553864777,7333.0,https://www.zomato.com/bangalore/juicy-airport-road/order
R245,Juicy,Shake,50,"Old Airport Road, Bangalore",3.9,12.9590406058,77.6553864777,7333.0,https://www.zomato.com/bangalore/juicy-airport-road/order
R246,Donne Biryani House,Biryani,50,"Vijay Nagar, Bangalore",3.5,12.9695371327,77.533880733,2560.0,https://www.zomato.com/bangalore/donne-biryani-house-vijay-nagar-bangalore/order
R246,Donne Biryani House,North Indian,50,"Vijay Nagar, Bangalore",3.5,12.9695371327,77.533880733,2560.0,https://www.zomato.com/bangalore/donne-biryani-house-vijay-nagar-bangalore/order
R246,Donne Biryani House,South Indian,50,"Vijay Nagar, Bangalore",3.5,12.9695371327,77.533880733,2560.0,https://www.zomato.com/bangalore/donne-biryani-house-vijay-nagar-bangalore/order
R246,Donne Biryani House,Fast Food,50,"Vijay Nagar, Bangalore",3.5,12.9695371327,77.533880733,2560.0,https://www.zomato.com/bangalore/donne-biryani-house-vijay-nagar-bangalore/order
R247,Ambur Hot Dum Biryani,Biryani,50,"BTM, Bangalore",3.8,12.9318448133,77.6073018461,312.0,https://www.zomato.com/bangalore/ambur-hot-dum-biryani-btm/order
R248,FB Cakes,Bakery,50,"BTM, Bangalore",3.9,12.9165259018,77.6065199822,573.0,https://www.zomato.com/bangalore/fb-cakes-btm-bangalore/order
R248,FB Cakes,Desserts,50,"BTM, Bangalore",3.9,12.9165259018,77.6065199822,573.0,https://www.zomato.com/bangalore/fb-cakes-btm-bangalore/order
R249,Kullad Cafe,North Indian,50,"BTM, Bangalore",3.8,12.912674295,77.6100678742,38000.0,https://www.zomato.com/bangalore/kullad-cafe-btm/order
R249,Kullad Cafe,Fast Food,50,"BTM, Bangalore",3.8,12.912674295,77.6100678742,38000.0,https://www.zomato.com/bangalore/kullad-cafe-btm/order
